17.992575637671866	 0.05541230761029557  0.059265630426065086 0.050946035797083476
19.996677431513582	 0.0592885331216927   0.06235455863004219  0.05543372122230139
21.447912248742707	 0.06783844964317534  0.07015752345944729  0.06450277665273829
23.421503272015464	 0.07136959774264377  0.07506037900637388  0.06786029526328723
25.578346972085352	 0.07383315311663849  0.07635715732172013  0.07020271557059482
28.43654368805183	 0.07263066904784635  0.07511356604406505  0.0690593586435755
31.063213517844563	 0.07025246051631057  0.07388547055427545  0.06679808860349991
34.518741490500915	 0.07773638570051587  0.08039382285596267  0.07391402296199039
37.69508227137664	 0.08178274424894609  0.0860120271609625   0.07907939596271103
41.89644421713116	 0.08604526577268772  0.09048915197496402  0.08320101881201866
45.772293154206984	 0.0804766962170985   0.08463843863907522  0.0765195901313466
49.997038167559396	 0.07916091435687626  0.08466569426161814  0.07401404330841828
55.565954808297754	 0.08469841259451757  0.09058826522446427  0.07787165967429775
61.739260129328436	 0.09692513441182575  0.10193748534816775  0.08911289892688992
68.7000861537021	 0.07535580069518542  0.0833511693187318   0.06699193354898719
76.35715732172017	 0.07928334953634757  0.0862394138374069   0.07048809603114835
86.3394319286669	 0.09383598841877246  0.10036125998221769  0.08483487513271916
99.44133452403085	 0.09078097153983429  0.09709379993406583  0.08207290736512411
118.72926658359125	 0.07301049682930816  0.08351772347689014  0.06276142442573092
143.97545873358672	 0.10225305487269334  0.12095950630528228  0.08357690330472002
181.68965926039067	 0.04342924540444909  0.07689994505608098  0.010062982112124514
